GEOID,year,candidatevotes,totalvotes,voteshare
 2027,2020,4844,9506,50.95729013254786
 2027,2024,1807,8860,20.395033860045146
 2028,2000,2116,11040,19.166666666666668
 2028,2004,5141,14577,35.267887768402275
 2028,2008,3642,9792,37.193627450980394
 2028,2012,2188,8449,25.89655580542076
 2028,2016,4749,11427,41.55946442635862
 2028,2020,6264,12749,49.13326535414542
 2028,2024,2213,9279,23.849552753529473
 2029,2000,2806,8823,31.803241527825005
 2029,2004,4546,12630,35.99366587490103
 2029,2008,2684,6962,38.55214018960069
 2029,2012,1933,8011,24.12932218199975
 2029,2016,2101,9394,22.365339578454332
 2029,2020,2985,10747,27.775193077137807
 2029,2024,2708,10500,25.79047619047619
 2030,2000,1698,6083,27.91385829360513
 2030,2004,5181,14273,36.299306382680584
 2030,2008,3486,9183,37.96145050637047
 2030,2012,3578,9505,37.643345607574965
 2030,2016,1816,8950,20.29050279329609
 2030,2020,2638,10176,25.92374213836478
 2030,2024,2701,10306,26.20803415486125
 2031,2000,1831,5965,30.695725062866725
 2031,2004,5315,15270,34.8068107400131
 2031,2008,3596,10220,35.18590998043053
 2031,2012,4679,9335,50.12319228709159
 2031,2016,3466,10182,34.04046356315066
 2031,2020,5037,12410,40.588235294117645
 2031,2024,3240,7003,46.265886048836215
 2032,2000,1389,6033,23.023371456986574
 2032,2004,6580,16810,39.14336704342653
 2032,2008,5176,12307,42.057365726822134
 2032,2012,5930,9528,62.23761544920235
 2032,2016,2701,7472,36.148286937901496
 2032,2020,3506,8335,42.063587282543494
 2032,2024,1883,5864,32.11118690313779
 2033,2000,1765,8712,20.25941230486685
 2033,2004,3192,10938,29.18266593527153
 2033,2008,2089,8909,23.4481984510046
 2033,2012,2716,7471,36.353901753446664
 2033,2016,5978,9934,60.17716931749547
 2033,2020,7535,10955,68.7813783660429
 2033,2024,2016,8859,22.756518794446325
 2034,2000,1300,7154,18.17165222253285
 2034,2004,3033,11353,26.715405619660004
 2034,2008,1920,9548,20.108923334729788
 2034,2012,4662,8637,53.97707537339353
 2034,2016,4220,9431,44.74605025978157
 2034,2020,5763,10729,53.714232454096376
 2034,2024,3759,10012,37.54494606472233
 2035,2000,1208,6382,18.92823566280163
 2035,2004,5030,11571,43.47074583009247
 2035,2008,4254,9503,44.764811112280334
 2035,2012,2830,6932,40.82515868436238
 2035,2016,3749,9042,41.46206591462066
 2035,2020,5011,10102,49.60403880419719
 2035,2024,4885,9732,50.19523222359227
 2036,2000,1945,5577,34.875381029227185
 2036,2004,3245,9241,35.115247267611736
 2036,2008,2264,6673,33.927768619811175
 2036,2012,3341,4972,67.1962992759453
 2036,2016,2693,8264,32.58712487899322
 2036,2020,3796,9292,40.85234610417564
 2036,2024,3538,9598,36.861846217962075
 2037,2000,1821,5028,36.217183770883054
 2037,2004,1970,5208,37.826420890937015
 2037,2008,1868,4665,40.042872454448016
 2037,2012,2631,4335,60.692041522491344
 2037,2016,2421,5062,47.826945871197154
 2037,2020,2560,5142,49.786075457020615
 2037,2024,1921,4350,44.160919540229884
 2038,2000,2015,4976,40.494372990353696
 2038,2004,2366,5075,46.62068965517241
 2038,2008,2549,4820,52.88381742738589
 2038,2012,4101,6814,60.18491341356032
 2038,2016,2758,5095,54.13150147203141
 2038,2020,3202,5299,60.42649556520098
 2038,2024,2028,3994,50.77616424636956
 2039,2000,2282,5188,43.98612181958366
 2039,2004,2365,5568,42.474856321839084
 2039,2008,2695,5184,51.98688271604939
 2039,2012,3645,6560,55.5640243902439
 2039,2016,3142,5639,55.71909913105161
 2039,2020,3580,5891,60.770667119334576
 2039,2024,2180,4206,51.83071802187351
 2040,2000,1024,3226,31.742095474271544
 2040,2004,2328,5788,40.22114720110574
 2040,2008,2137,5000,42.74
 2040,2012,2717,4235,64.15584415584415
 2040,2016,2338,4610,50.71583514099783
 2040,2020,2318,4603,50.35846187269172
 2040,2024,1362,3293,41.36046158518069
 2099,2000,0,0,NA
 2099,2004,0,0,NA
 2099,2008,0,0,NA
 2099,2012,0,0,NA
 2099,2016,274,342,80.11695906432749
 2099,2020,373,433,86.14318706697459
 2099,2024,336,401,83.79052369077307
 4001,2000,13025,19456,66.94592927631578
 4001,2004,15658,24198,64.7078270931482
 4001,2008,15390,24262,63.43252823345149
 4001,2012,17147,25848,66.33782110801609
 4001,2016,17083,27661,61.75843245001988
 4001,2020,23293,105516,22.075325069183823
 4001,2024,37744,256808,14.69736145291424
 4003,2000,13360,33241,40.191329984055834
 4003,2004,17514,44483,39.372344491153925
 4003,2008,18943,48820,38.80172060630889
 4003,2012,18546,49003,37.8466624492378
 4003,2016,17450,50015,34.889533140057985
 4003,2020,23732,181326,13.088029295302384
 4003,2024,44592,473080,9.425889912911135
 4005,2000,20280,40883,49.604970281045915
 4005,2004,29243,52267,55.94926052767521
 4005,2008,31433,54344,57.84079199175623
 4005,2012,29257,51731,56.556030233322375
 4005,2016,32404,59784,54.20179312190553
 4005,2020,44698,219816,20.33427957928449
 4005,2024,42646,287796,14.818135067895316
 4007,2000,7700,17736,43.41452413170952
 4007,2004,8314,20843,39.88869164707576
 4007,2008,7884,22333,35.30201943312587
 4007,2012,7697,21528,35.75343738387217
 4007,2016,7003,22312,31.38669774112585
 4007,2020,8943,82986,10.77651652085894
 4007,2024,17008,221584,7.675644450862879
 4009,2000,3355,9664,34.71647350993378
 4009,2004,3185,10720,29.71082089552239
 4009,2008,3487,12007,29.0413925210294
 4009,2012,3609,11855,30.44285111767187
 4009,2016,3301,12134,27.204549200593377
 4009,2020,4034,44985,8.967433588974103
 4009,2024,7557,118312,6.387348705118669
 4011,2000,1216,2960,41.08108108108108
 4011,2004,1146,3067,37.365503749592435
 4011,2008,1165,2913,39.99313422588397
 4011,2012,1310,2974,44.04841963685273
 4011,2016,1092,3270,33.39449541284404
 4011,2020,1182,11055,10.691994572591588
 4011,2024,1908,33160,5.753920386007238
 4012,2000,1769,4483,39.46018291322775
 4012,2004,1849,5055,36.57764589515332
 4012,2008,1929,5552,34.74423631123919
 4012,2012,1880,5717,32.88437991953822
 4012,2016,1575,5951,26.466140144513528
 4012,2020,2236,22374,9.993742737105569
 4012,2024,4202,61144,6.872301452309302
 4013,2000,386683,901699,42.88382265035228
 4013,2004,504849,1192751,42.32643695121614
 4013,2008,602166,1364962,44.115953411157236
 4013,2012,602288,1376558,43.75318729759298
 4013,2016,702907,1567834,44.832998901669434
 4013,2020,1040774,6204432,16.774686224299018
 4013,2024,980016,2061574,47.537270066463776
 4015,2000,17470,44141,39.57771686187444
 4015,2004,20503,57807,35.46802290380058
 4015,2008,22092,67605,32.67805635677835
 4015,2012,19533,70010,27.900299957148977
 4015,2016,17455,79943,21.834306943697385
 4015,2020,24831,314004,7.907861046356097
 4015,2024,48162,885544,5.438690793455774
 4017,2000,11794,25147,46.90022666719688
 4017,2004,14815,32343,45.805893083511116
 4017,2008,15579,35800,43.51675977653631
 4017,2012,16945,37335,45.38636668005893
 4017,2016,16459,40294,40.84727254678116
 4017,2020,23383,155301,15.056567568785779
 4017,2024,41508,507990,8.17102698872025
 4019,2000,147688,287640,51.34473647615074
 4019,2004,193128,366907,52.636771715993426
 4019,2008,206254,393428,52.424840123224584
 4019,2012,201251,382250,52.64905166775671
 4019,2016,224661,421640,53.28265819182241
 4019,2020,304981,1561191,19.53514976706886
 4019,2024,584900,4122296,14.188694843844305
 4021,2000,19650,41290,47.59021554855897
 4021,2004,27252,64622,42.17139673795302
 4021,2008,44254,104883,42.19368248429202
 4021,2012,44306,108315,40.904768499284494
 4021,2016,47892,129546,36.96910749849474
 4021,2020,75106,554922,13.534514760633026
 4021,2024,161312,1681384,9.59400113240045
 4023,2000,5233,8893,58.84403463398178
 4023,2004,6909,11668,59.21323277339733
 4023,2008,8683,13303,65.27099150567541
 4023,2012,9486,13894,68.27407514034836
 4023,2016,11690,16433,71.13734558510315
 4023,2020,13138,58668,22.393809231608373
 4023,2024,22530,153336,14.693222726561277
 4025,2000,24063,68228,35.26851146157003
 4025,2004,33127,87389,37.90751696437767
 4025,2008,36889,99648,37.0193079640334
 4025,2012,33918,100283,33.822282939281834
 4025,2016,35590,114450,31.096548711227612
 4025,2020,49602,429663,11.54439642231237
 4025,2024,97434,1195424,8.150580881762453
 4027,2000,12055,28652,42.07385173809856
 4027,2004,16032,38465,41.67944884960353
 4027,2008,18559,43615,42.55187435515304
 4027,2012,18059,41953,43.04578933568517
 4027,2016,24605,53010,46.415770609319
 4027,2020,32210,209643,15.364214402579623
 4027,2024,53646,683350,7.850442672129948
 5001,2000,2877,6372,45.15065913370998
 5001,2004,3110,6946,44.77397063057875
 5001,2008,2619,6978,37.532244196044715
 5001,2012,2455,6494,37.804126886356634
 5001,2016,1939,6212,31.2137797810689
 5001,2020,1818,25168,7.223458359821996
 5001,2024,3006,55470,5.41914548404543
 5003,2000,4253,8271,51.42062628460887
 5003,2004,3881,8512,45.59445488721804
 5003,2008,2976,8642,34.436473038648465
 5003,2012,2859,7921,36.09392753440222
 5003,2016,2408,8083,29.79091921316343
 5003,2020,2125,31704,6.70262427453949
 5003,2024,3548,70300,5.046941678520626
 5005,2000,6516,16708,38.99928178118267
 5005,2004,7129,18530,38.47274689692391
 5005,2008,6539,19981,32.72608978529603
 5005,2012,5172,19339,26.74388541289622
 5005,2016,4169,19766,21.091773752909035
 5005,2020,4635,84028,5.516018470033798
 5005,2024,8682,209540,4.1433616493270975
 5007,2000,17277,53646,32.205569846773294
 5007,2004,20756,68121,30.4693119596013
 5007,2008,23331,76073,30.669225612240876
 5007,2012,22636,79257,28.560253353016137
 5007,2016,28005,96824,28.92361398000496
 5007,2020,42249,479648,8.808334445259858
 5007,2024,90462,1285950,7.034643648664411
 5009,2000,4493,13635,32.951961862852954
 5009,2004,4640,14777,31.400148880016243
 5009,2008,4435,15474,28.660979707897116
 5009,2012,3772,15391,24.507829250860894
 5009,2016,2926,16111,18.16150456210043
 5009,2020,3064,68456,4.475867710646255
 5009,2024,5708,171120,3.335670874240299
 5011,2000,2122,3979,53.32998240764011
 5011,2004,2206,4249,51.918098376088494
 5011,2008,1680,4041,41.57386785449147
 5011,2012,1449,3652,39.67688937568455
 5011,2016,1317,3653,36.05255954010402
 5011,2020,1214,14616,8.305966064586755
 5011,2024,1922,32090,5.989404799002805
 5013,2000,1017,2185,46.54462242562929
 5013,2004,942,2303,40.90316977854972
 5013,2008,691,2217,31.168245376635088
 5013,2012,660,2174,30.358785648574056
 5013,2016,639,2269,28.162185985015427
 5013,2020,479,8728,5.488084326306141
 5013,2024,758,20920,3.623326959847036
 5015,2000,3595,9590,37.48696558915537
 5015,2004,4161,10481,39.70041026619597
 5015,2008,4172,10579,39.436619718309856
 5015,2012,3696,10183,36.29578709614062
 5015,2016,3342,10758,31.065253764640268
 5015,2020,4023,47188,8.52547257777401
 5015,2024,7624,115380,6.607730975905703
 5017,2000,2820,4452,63.342318059299195
 5017,2004,2993,4757,62.91780533949969
 5017,2008,3043,5208,58.42933947772657
 5017,2012,2649,4361,60.74294886493924
 5017,2016,2350,4176,56.27394636015326
 5017,2020,2260,16412,13.77041189373629
 5017,2024,3592,34900,10.292263610315185
 5019,2000,4661,8626,54.03431486204499
 5019,2004,4985,9189,54.24964631624769
 5019,2008,4267,9094,46.92104684407302
 5019,2012,3811,8409,45.32048995124271
 5019,2016,3620,8526,42.45836265540699
 5019,2020,3438,33580,10.238237045860632
 5019,2024,5918,76570,7.728875538722738
 5021,2000,3527,5900,59.77966101694915
 5021,2004,3264,6096,53.54330708661418
 5021,2008,2244,5511,40.718562874251496
 5021,2012,1738,5110,34.01174168297456
 5021,2016,1199,5200,23.057692307692307
 5021,2020,962,20732,4.640169785838317
 5021,2024,1814,49670,3.652103885645259
 5023,2000,4120,10207,40.36445576565102
 5023,2004,4702,11835,39.72961554710604
 5023,2008,2951,11338,26.027518080790262
 5023,2012,2620,11647,22.495063106379327
 5023,2016,2101,12085,17.385188249896565
 5023,2020,1988,50720,3.9195583596214516
 5023,2024,3882,127390,3.0473349556480103
 5025,2000,1414,3181,44.45143036780886
 5025,2004,1450,3496,41.47597254004577
 5025,2008,911,3505,25.991440798858772
 5025,2012,845,3266,25.872627066748315
 5025,2016,723,3354,21.556350626118068
 5025,2020,651,14400,4.520833333333334
 5025,2024,1048,33740,3.106105512744517
 5027,2000,4003,9307,43.0106371548297
 5027,2004,4108,9909,41.45726107578969
 5027,2008,3554,9558,37.183511194810634
 5027,2012,3557,9455,37.620306716023265
 5027,2016,3140,8887,35.332508157983575
 5027,2020,2814,34464,8.165041782729805
 5027,2024,4932,79400,6.211586901763224
 5029,2000,3496,7234,48.32734310201825
 5029,2004,4259,8649,49.242687015839984
 5029,2008,3149,8138,38.695011059228314
 5029,2012,3005,7730,38.8745148771022
 5029,2016,2656,7927,33.50573987637189
 5029,2020,2615,34740,7.527345998848589
 5029,2024,4898,85410,5.7346914881161455
 5031,2000,12376,25157,49.19505505425925
 5031,2004,13665,29801,45.85416596758498
 5031,2008,11294,30968,36.46990441746319
 5031,2012,10527,31700,33.20820189274448
 5031,2016,10538,35573,29.623590925702075
 5031,2020,11921,154044,7.738698034327854
 5031,2024,22420,372420,6.020084850437677
 5033,2000,6288,17625,35.67659574468085
 5033,2004,6764,20401,33.155237488358416
 5033,2008,5238,20532,25.511396843950905
 5033,2012,4881,20591,23.70453110582293
 5033,2016,4488,22450,19.99109131403118
 5033,2020,4959,96364,5.146112656178656
 5033,2024,9506,238340,3.98841990433834
 5035,2000,7224,13234,54.58667069669034
 5035,2004,8277,15300,54.09803921568628
 5035,2008,10330,18255,56.58723637359627
 5035,2012,9487,16716,56.75400813591769
 5035,2016,8410,15952,52.720661985957875
 5035,2020,8514,65468,13.00482678560518
 5035,2024,14724,146810,10.029289557932021
 5037,2000,3096,6215,49.81496379726468
 5037,2004,3135,7074,44.31721798134012
 5037,2008,2580,7130,36.18513323983169
 5037,2012,2279,6681,34.11165993114803
 5037,2016,1999,6874,29.080593540878674
 5037,2020,1772,27768,6.381446269086719
 5037,2024,3284,65340,5.026017753290481
 5039,2000,1710,3325,51.42857142857142
 5039,2004,1667,3383,49.275790718297365
 5039,2008,1471,3318,44.333936106088004
 5039,2012,1337,3084,43.35278858625162
 5039,2016,1165,2771,42.042583904727536
 5039,2020,963,10596,9.088335220838053
 5039,2024,1596,23240,6.8674698795180715
 5041,2000,2776,4495,61.7575083426029
 5041,2004,2851,4647,61.3514095115128
 5041,2008,2569,4678,54.916631038905514
 5041,2012,2443,4420,55.27149321266969
 5041,2016,2228,4257,52.337326755931414
 5041,2020,2016,16656,12.103746397694524
 5041,2024,3276,35050,9.346647646219687
 5043,2000,3060,5922,51.671732522796354
 5043,2004,2952,6249,47.239558329332695
 5043,2008,2598,6610,39.30408472012103
 5043,2012,2630,6633,39.650233680084426
 5043,2016,2365,6595,35.860500379075056
 5043,2020,2426,27632,8.779675738274465
 5043,2024,4100,63650,6.441476826394343
 5045,2000,11950,29216,40.90224534501643
 5045,2004,14538,36686,39.6281960420869
 5045,2008,14955,41179,36.31705480949027
 5045,2012,13621,41460,32.85335262904004
 5045,2016,14629,47527,30.78039851032045
 5045,2020,18347,217712,8.427188211949732
 5045,2024,35504,544650,6.518681722206922
 5047,2000,2674,6140,43.55048859934853
 5047,2004,3008,7289,41.267663602688984
 5047,2008,1869,6475,28.864864864864863
 5047,2012,1726,6540,26.391437308868504
 5047,2016,1376,6770,20.32496307237814
 5047,2020,1300,28516,4.558844157665872
 5047,2024,2464,69710,3.534643523167408
 5049,2000,1976,4108,48.10126582278481
 5049,2004,2370,4955,47.83047426841574
 5049,2008,1819,4676,38.90076988879384
 5049,2012,1452,4522,32.10968597965502
 5049,2016,1067,4772,22.35959765297569
 5049,2020,1035,20476,5.054698183238914
 5049,2024,1812,50430,3.5930993456276026
 5051,2000,15840,35935,44.07958814526228
 5051,2004,18040,40154,44.927030930915976
 5051,2008,15899,43719,36.366339577757955
 5051,2012,13804,40728,33.89314476527205
 5051,2016,12311,40805,30.17032226442838
 5051,2020,14045,176796,7.944184257562388
 5051,2024,26030,423270,6.149738937321332
 5053,2000,2535,6013,42.15865624480293
 5053,2004,2524,6770,37.2821270310192
 5053,2008,1562,6793,22.994258795819224
 5053,2012,1468,6479,22.657817564438957
 5053,2016,1373,7445,18.441907320349227
 5053,2020,1268,32800,3.8658536585365852
 5053,2024,2384,80780,2.9512255508789305
 5055,2000,6319,12484,50.616789490547895
 5055,2004,6561,13947,47.042374704237474
 5055,2008,4541,13612,33.360270349691454
 5055,2012,4000,13761,29.067654966935542
 5055,2016,3071,14600,21.034246575342465
 5055,2020,3058,64400,4.748447204968944
 5055,2024,5870,158200,3.7104930467762323
 5057,2000,3937,7289,54.012896144875846
 5057,2004,3817,7452,51.221148684916805
 5057,2008,2869,7349,39.03932507824194
 5057,2012,2468,6921,35.659586764918366
 5057,2016,2377,7049,33.721095190807205
 5057,2020,2138,27392,7.805198598130842
 5057,2024,3552,60890,5.833470192149778
 5059,2000,5527,10981,50.3323923139969
 5059,2004,5903,12068,48.914484587338414
 5059,2008,4288,11955,35.86783772480134
 5059,2012,3830,11260,34.01420959147424
 5059,2016,3149,11944,26.364701942397854
 5059,2020,3082,50228,6.136019749940273
 5059,2024,5636,122830,4.588455589025482
 5061,2000,2063,4459,46.265978919040144
 5061,2004,2166,4943,43.819542787780705
 5061,2008,1746,4846,36.029715229054894
 5061,2012,1471,4462,32.96727924697445
 5061,2016,1351,4674,28.904578519469403
 5061,2020,1340,19336,6.930078609846918
 5061,2024,2316,44730,5.177733065057009
 5063,2000,5146,11594,44.38502673796791
 5063,2004,5443,13011,41.83383291061409
 5063,2008,3688,12299,29.986177738027482
 5063,2012,3281,12397,26.466080503347584
 5063,2016,2881,13614,21.162039077420303
 5063,2020,2806,58048,4.833930540242558
 5063,2024,5378,140110,3.838412675754764
 5065,2000,2587,5032,51.410969793322735
 5065,2004,2586,5493,47.07809939923539
 5065,2008,1792,5218,34.342660022997315
 5065,2012,1524,5278,28.87457370215991
 5065,2016,1113,5448,20.429515418502202
 5065,2020,1021,23240,4.39328743545611
 5065,2024,1898,59250,3.2033755274261604
 5067,2000,3651,6072,60.12845849802372
 5067,2004,3515,6219,56.52034089081845
 5067,2008,2207,5582,39.5378000716589
 5067,2012,2095,5347,39.18084907424724
 5067,2016,1583,5156,30.70209464701319
 5067,2020,1365,20364,6.703005303476724
 5067,2024,2366,47750,4.954973821989529
 5069,2000,17716,27201,65.12995845740966
 5069,2004,19675,30493,64.5230052799003
 5069,2008,18465,29689,62.194752265148715
 5069,2012,17470,27383,63.798707227111706
 5069,2016,15772,25894,60.90986328879278
 5069,2020,14981,100632,14.886914699101677
 5069,2024,25604,216080,11.849315068493151
 5071,2000,3270,7161,45.664013405948886
 5071,2004,3622,8044,45.02734957732471
 5071,2008,3034,8180,37.09046454767726
 5071,2012,2799,8098,34.56408989874043
 5071,2016,2427,9112,26.635206321334504
 5071,2020,2283,37992,6.009159823120657
 5071,2024,4214,90590,4.651727563748758
 5073,2000,1806,3383,53.38456990836535
 5073,2004,1567,3191,49.106863052334695
 5073,2008,1133,2902,39.042039972432804
 5073,2012,1173,2929,40.047797883236605
 5073,2016,1032,2860,36.08391608391609
